,,11,11,11,11,11,11,11,11,11,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,29,29,29,29,29,29,29,29,29,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,51,51,51,51,51,51,51,51,51,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,71,71,71,71,71,71,71,71,71
age,,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+
area,age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0-4,73.11705439997782,14.774565427467424,27.80998304817489,48.00797650590953,27.347810642417357,33.28054816323939,32.89998614859089,24.787078838368746,10.465951937295468,0.14051807521089163,0.03494734853064855,0.08550075038630159,0.13498653339188513,0.08413772016807951,0.06510670336052217,0.13275361957475962,0.1328937040202731,0.07141039495010879,0.02592193742015587,0.004748909781110112,0.008356839662867967,0.013587742205967443,0.006448718333681537,0.011317196711401724,0.007400830378941612,0.005562260040689024,0.002892713184247247,0.04181439426646832,0.007793250653963065,0.013781249182618718,0.022509523699937545,0.010761769619917072,0.01843110479654913,0.012132421100133023,0.009210783084319359,0.004749720939238073,0.00286643602331026,0.0004602805161549408,0.0008465617613645604,0.0014064755501315977,0.0006165267539745377,0.0011941546641100207,0.0007475659215286145,0.0006308641934497897,0.0003203383699617024,0.0016466240882618154,0.0002510756322769387,0.000460223762241563,0.0007281687332448393,0.00032780856876461783,0.0006642077648572126,0.00040486846974454834,0.0003566707764912467,0.0001846209734905785,0.061593194828682224,0.009860709723369053,0.018076629695281253,0.028401003482013014,0.012473469346395559,0.02452590923526011,0.015452604352572343,0.011827873136525037,0.006370663625532798,0.0020694081729053164,0.0004070349450064003,0.000606608526599595,0.00078165731454931,0.0003880651297855011,0.0009215980061778181,0.0004327798182485221,0.0002535047062865933,9.961262994467771e-05,0.003917591139244883,0.0006743955969574186,0.0012910595741117746,0.0018277047100156937,0.0008387663342527214,0.001624869340720478,0.0010312057496060436,0.0008425102810697721,0.0004017713246046649,0.004228495293476284,0.0007552883447628895,0.00150676278557458,0.001966625684197552,0.0008256906041206592,0.0017234862739832048,0.0010642087874201001,0.000749092061923556,0.0003223910501839266,0.0018301903105873612,0.0003517112297802088,0.0007080381303636772,0.0008593253416414261,0.00036730649425963276,0.0007784028128863942,0.00048176661267755497,0.00031585165687742184,0.00014385615229550023,0.008598861112083711,0.0016597756915557673,0.0036648014444937535,0.004424380216442298,0.0019365193469670632,0.0035543660337520678,0.0028085613286815228,0.002069726406012373,0.001036316072928248,0.003182677404234579,0.0006077206951268201,0.0010852062401170727,0.0013596325111584625,0.0005847676246398319,0.0013691016621972176,0.0007566162655481273,0.00046906906492041205,0.0002254189238813817,0.0017798754010360971,0.0003647866488690305,0.0006142138209722275,0.0006171091799078506,0.0002989788414605825,0.0007760701686375022,0.00039423885522984353,0.00023342375715596208,8.637215682789781e-05,0.013295088445974492,0.003597537359107566,0.0036087134638012695,0.003105580267398434,0.002197828360797,0.007063199154473857,0.0030939040698283286,0.0019130215532425663,0.0006872102411546863,0.043343871503460536,0.01091824482944565,0.021850633407862776,0.04054585317091785,0.030156147325520893,0.022403536904428072,0.036492435105812196,0.02335680377829544,0.010763574408417215,0.0028836509106250565,0.0005916039077701295,0.0010392120622138472,0.0015062570490775452,0.0007559001434566066,0.001317467918194889,0.0008360114621334586,0.0005848173708302262,0.00025632001940248465,0.004071892303347651,0.0008538160261848099,0.001369384217983886,0.0019372338182610436,0.000993598959642251,0.0018621792242606953,0.0010745085104425212,0.0007673527457746682,0.00035283859065607403,0.019247624777052427,0.004036787597969907,0.009657550614827955,0.020275856493919178,0.012154388388520435,0.009039422445518475,0.02343913957954538,0.029448913289718208,0.018903787655147938,0.004634595659719496,0.0011330600724520472,0.002570962656435382,0.003700831325031634,0.0022653358160302523,0.002025977210781264,0.0032853413577775816,0.002830173468921974,0.0018817401373793698
11,10-19,7.2275868950919255,124.88032744182394,28.77526270491697,26.201999171774663,29.064350000778372,35.31898537043316,14.0024214326811,9.76200201511184,5.905794564044075,0.013890146522616071,0.2953884734651738,0.08846846650612482,0.07367352872495117,0.08941879038169524,0.06909449604701433,0.05650069637124219,0.05233809981809696,0.04029591620899174,0.002562371484064714,0.04013961773482551,0.00864690410869118,0.007415976176026116,0.0068534848788169445,0.012010376245119076,0.0031498355485528946,0.0021906088280855187,0.001632318770544696,0.004133333467911489,0.06587156138574432,0.014259593935919395,0.012285344317109575,0.01143725334911729,0.019560011976884353,0.005163627500496415,0.0036275223722893944,0.0026802030309081687,0.0002833458706414045,0.003890468511896775,0.0008759457723150662,0.0007676322536762842,0.0006552242735865246,0.0012672967676152324,0.00031816831273658773,0.0002484559623938344,0.00018076259238616763,0.00016276802695524612,0.002122188116146959,0.000476198048686525,0.00039742305204313076,0.00034838412114246333,0.0007048905629454806,0.00017231432598675041,0.00014046918806137932,0.0001041791084252714,0.006088458724490993,0.08334652312505855,0.018704066356320853,0.01550082140249489,0.01325639129025267,0.02602812385264534,0.006576716397385705,0.004658222219171486,0.0035948789784665666,0.00020456003751555848,0.0034404164008888334,0.0006276638026606606,0.00042661627919084497,0.0004124228042477887,0.0009780459846382063,0.0001841935548332894,9.983885030370611e-05,5.621005446633396e-05,0.0003872520660288409,0.0057002517865463245,0.001335872026545613,0.0009975325098774972,0.0008914131601371981,0.0017243927651757148,0.00043888703857117235,0.0003318094526259563,0.00022671410293636157,0.0004179847973894357,0.006383988501728187,0.0015590622588224294,0.0010733533945591733,0.0008775167059733489,0.0018290499963637063,0.0004529333193794371,0.00029501815303393315,0.00018192089196281035,0.00018091346284225378,0.0029727990143293094,0.000732614010264568,0.0004690062678897123,0.0003903612119561325,0.0008260800701295475,0.00020504261346612448,0.00012439321837880282,8.117607335875127e-05,0.0008499934303484561,0.014029064533845557,0.003792006062858343,0.00241475719670391,0.0020580688092169124,0.003772071341238226,0.0011953396930355193,0.0008151292646452348,0.0005847790881134797,0.0003146061843836807,0.005136689791194705,0.0011228735592642995,0.0007420660591038799,0.0006214717197615328,0.0014529592884287557,0.00032202019068266373,0.0001847354900849236,0.00012720083784708723,0.00017593985738338067,0.003083317501337764,0.0006355330754732914,0.00033680849303968603,0.0003177448390533939,0.0008236045511658289,0.00016779030152577916,9.193028362036066e-05,4.873863527513738e-05,0.0013142133228666072,0.030407773791730226,0.003733971278147446,0.001694976908352656,0.002335779399494723,0.007495820873553668,0.0013167831883685753,0.0007534135175621738,0.00038778340765202655,0.004284521582984542,0.09228521786883401,0.022609065078928573,0.022129289516555913,0.03204895748343905,0.02377575598491691,0.015531388163767795,0.009198710628109551,0.006073738883167558,0.00028504755426334407,0.005000464486139571,0.0010752829314753746,0.0008220914278182796,0.0008033457091803025,0.0013981629719710456,0.0003558112384143354,0.00023032114392116036,0.00014463790645249643,0.0004025046644919286,0.007216782479896806,0.0014169153051331912,0.0010573117759995886,0.0010559641611186394,0.0019762379049824597,0.0004573169401429372,0.0003022098368024917,0.00019910202561278839,0.0019026187767256797,0.03412048628586896,0.00999276251072525,0.011066243856274506,0.012917282585737868,0.009593088056857185,0.009975831264180857,0.011597992355278372,0.01066715068466728,0.00045812763012850137,0.009577060899267546,0.002660200321420709,0.002019855581736926,0.002407524093511212,0.00215006853605411,0.0013982599881364613,0.0011146194066226885,0.001061840407911372
11,20-29,8.29354381473709,27.982841240675732,79.84835118622807,40.653154242943344,24.916778996844297,7.011894530482943,18.864633074668117,6.6957406356099,4.1598697731865215,0.015938727607227095,0.0661898389172,0.2454907624972279,0.11430659573883582,0.07665845745892057,0.013717362314833486,0.07612004185354895,0.0358986139523578,0.02838327036317658,0.00294028151873964,0.008994375443628555,0.02399425656073794,0.011506100025785301,0.005875471774841781,0.002384425560896566,0.0042435868792172786,0.0015025348821104442,0.0011497578251594583,0.004742936019257247,0.01476031879714126,0.03956888512346201,0.019061064546140743,0.009805122565040703,0.003883258240813223,0.006956649505190549,0.0024881114465170337,0.0018878569942404426,0.0003251349900040776,0.0008717655130346398,0.0024306581095419055,0.0011910034881680584,0.0005617217800462094,0.0002515970144708316,0.0004286493235915075,0.00017041552347404453,0.00012732390807633297,0.00018677378532914505,0.00047553409214636926,0.0013213998918321225,0.0006166132793338462,0.000298668649128025,0.00013994225006939493,0.00023214888573928465,9.634757799657461e-05,7.338073132009703e-05,0.0069864119143381274,0.0186760602918608,0.05190183229065086,0.02404996959341792,0.011364663997855497,0.005167375488478201,0.008860420482936344,0.0031950667244612426,0.0025321281054765635,0.0002347294689783137,0.0007709190704415656,0.0017417015530206746,0.0006619074096902714,0.00035356881768990945,0.00019417192250337104,0.00024815306719299643,6.847929819685045e-05,3.959272609095883e-05,0.00044436573694307753,0.0012772967851891015,0.0037069054697890062,0.0015477003384567949,0.0007642057952585316,0.0003423444946598606,0.000591286513099012,0.00022758754114041637,0.00015969081445905669,0.0004796310693126852,0.0014305066329152643,0.004326235073515954,0.0016653386186350869,0.0007522924073028011,0.0003631221432600635,0.0006102102353127443,0.0002023524511113569,0.00012813978058001034,0.00020759539145450272,0.0006661366490824392,0.002032927427125115,0.0007276766946075858,0.00033465548161203535,0.00016400205908325332,0.00027624176906156794,8.532109764000123e-05,5.7178063037771624e-05,0.0009753542723395981,0.003143594300620942,0.010522421112620481,0.0037465651431135686,0.0017643761404670315,0.0007488710711480836,0.001610410372028334,0.0005590957809792446,0.00041190136674328917,0.0003610057149703941,0.001151015359056956,0.0031158569503709553,0.0011513368030215043,0.0005327858181473922,0.0002884566807538229,0.0004338387306130342,0.00012670975952331446,8.959656736209989e-05,0.00020188825636375884,0.0006909013285116952,0.0017635379638839476,0.000522568050174787,0.0002724016856344369,0.00016351059315636586,0.00022605393552746944,6.305482571373347e-05,3.4330075905751274e-05,0.0015080393959022473,0.006813690546197205,0.010361380641222074,0.0026298053534676443,0.00200245658619694,0.0014881487911810368,0.001774024000555197,0.0005167650546629235,0.0002731433439720463,0.004916422035382124,0.02067901849222631,0.06273779624281568,0.03433422824363692,0.027475473928463,0.004720211852073693,0.02092451939533019,0.006309380028041732,0.004278164862716654,0.0003270876455559549,0.001120490366350669,0.0029837979245392354,0.001275498460930394,0.0006887058369849207,0.0002775779426578503,0.0004793634078791237,0.00015797688222208393,0.00010187873089454611,0.0004618678570114105,0.0016171168232844355,0.003931792110661915,0.001640449586720615,0.0009052748687129276,0.00039234342695699105,0.000616116027938648,0.00020728521481833527,0.00014024167098011944,0.0021832255241692553,0.007645624978337098,0.027728873180387057,0.0171695951682866,0.011073947135235995,0.0019045202168414717,0.01343984662355223,0.007955043297933662,0.007513630421439455,0.0005256943470015615,0.0021460015375226564,0.0073817782888293704,0.003133863945819665,0.0020639630945123574,0.0004268541026872762,0.0018837928672550673,0.0007645155617269586,0.0007479294731501598
11,30-39,10.075368473644952,9.284158497430923,27.538599570274503,53.927383761934564,31.147877851500958,9.808049944771781,24.47510971812,15.564287410488651,5.621835369776154,0.019363080153807694,0.021960491793572668,0.08466639205667831,0.15163043974622256,0.09582892995588826,0.019187478378279405,0.09875868609473461,0.08344653349043303,0.03835842993599182,0.0035719856769683414,0.0029841575587637357,0.008275289515640754,0.015263117542753415,0.0073447887138980246,0.0033352705020298196,0.005505659932855312,0.003492650928723058,0.001553834509393072,0.005761931100674413,0.004897184599899449,0.0136467649822324,0.02528495910914868,0.012257152500070876,0.0054317974420130715,0.009025606765640171,0.0057836292906812015,0.002551334970077761,0.00039498854785634203,0.0002892347180186601,0.0008383005957731031,0.0015798946813429695,0.000702195151051544,0.00035192715366119806,0.0005561326946553738,0.00039613185917816,0.00017207126397453243,0.00022690115955796065,0.00015777289534135244,0.0004557326726571804,0.0008179522983290597,0.0003733586352509981,0.00019574746483955356,0.0003011916228064911,0.00022396049620977684,9.917002533455627e-05,0.008487406097805884,0.0061963509125431675,0.017900229061489973,0.03190286126327412,0.014206698469067197,0.00722798619603495,0.011495572832516385,0.007426950878403257,0.0034220319674257613,0.0002851598718725156,0.0002557758441007677,0.0006006889425643423,0.0008780360481728502,0.00044198804134754706,0.00027160247569414745,0.00032195556215680295,0.00015918052039470216,5.3507393274359416e-05,0.0005398353992907936,0.0004237820491479239,0.0012784607804774133,0.002053061605051798,0.0009553156436125465,0.00047886229425506013,0.0007671393461861709,0.0005290285412964173,0.0002158133590481589,0.0005826773045012045,0.0004746140750105916,0.00149205905402567,0.002209111604084036,0.000940422998263417,0.0005079255116665279,0.0007916911185754396,0.0004703694301664262,0.00017317387082245976,0.0002521961792277556,0.00022101108954008218,0.0007011287464215396,0.0009652805814331364,0.0004183449259194807,0.0002294016801794612,0.00035839804462395504,0.00019832937954389319,7.727300965837758e-05,0.0011849040537656847,0.0010429830011743498,0.003629038511445639,0.004969908486174689,0.0022056050067438505,0.0010475007626090554,0.0020893579212796507,0.0012996213411961017,0.0005566620588323721,0.0004385659111072854,0.0003818843460016032,0.0010746162644535851,0.001527275872487975,0.0006660229874322337,0.00040348546593750947,0.0005628654683977055,0.0002945375608556752,0.0001210848365142319,0.0002452628959109258,0.0002292275249971461,0.0006082200207379313,0.0006931990471168243,0.0003405229235993542,0.00022871423082663505,0.0002932839908599693,0.0001465713030769783,4.639521078714281e-05,0.0018320337995308149,0.0022606490327146617,0.003573497864825325,0.0034884998509127187,0.0025032237576813328,0.002081582603061498,0.0023016314117697465,0.0012012233257207093,0.00036913821727277706,0.00597268968307641,0.006860893202440865,0.021637404191639238,0.04554517692771298,0.03434644204791687,0.006602505698535352,0.027147620946168138,0.014666189968018911,0.005781704681714231,0.00039736072127541925,0.0003717567514524784,0.001029070920335728,0.0016919792884777193,0.0008609349261691848,0.00038826857895817235,0.000621929509906456,0.0003672181664326763,0.0001376835054940036,0.0005610977586268696,0.0005365276801989297,0.0013560210939929577,0.002176095706535379,0.0011316627657320807,0.0005487994593141789,0.0007993533361186772,0.00048183566762119364,0.00018952891057178635,0.0026522801480815712,0.0025366685784436226,0.009563307491079519,0.022775879631479527,0.013843280174616269,0.0026639917823068258,0.017436953022312227,0.0184915436529066,0.010154258561396661,0.0006386370372989712,0.0007120012667309001,0.002545873939694822,0.004157145658463712,0.002580111593317054,0.0005970720666272195,0.002444046323603926,0.0017771207966489127,0.001010785576355368
11,40-49,3.761162947304584,7.630604355886936,13.45315508405412,27.150068772740426,27.42984170877692,5.3925458359703695,15.989897503739947,9.90635203215095,5.062324411001977,0.007228291432784042,0.018049220549587207,0.04136122099597628,0.07633926550793853,0.0843900952849287,0.010549432070002545,0.06452029373701751,0.05311201951088554,0.03454082225115251,0.0013334321431180084,0.0024526644684983103,0.004042643959990317,0.007684309196261857,0.006468061572834431,0.001833758918320252,0.003596916991617327,0.0022230012022287178,0.0013991897396794515,0.002150944833180719,0.004024972015494525,0.006666716847133468,0.012729866180044212,0.010794050062742299,0.002986446525323405,0.005896542599962394,0.0036811622829797555,0.002297414358503692,0.00014745031853603938,0.00023772059684220597,0.0004095265590107894,0.0007954075695848235,0.0006183760554681382,0.0001934924187506018,0.00036332849529310265,0.00025212986272181003,0.00015494593896030873,8.470283109369091e-05,0.00012967276924082642,0.00022263449913209965,0.0004118030507560155,0.00032879184624920937,0.00010762355232346368,0.0001967722814372261,0.0001425462957754262,8.930016748441324e-05,0.0031683721957461975,0.005092750439034356,0.00874461887540045,0.016061689199847375,0.012510884114439224,0.003974005748681628,0.007510202546819622,0.004727103013876141,0.003081455578913249,0.00010645096970404098,0.0002102209123924424,0.00029344852780086456,0.0004420525794107785,0.0003892291497075891,0.0001493292558246448,0.0002103376245882542,0.00010131516015492261,4.818209095878559e-05,0.00020152204922003905,0.0003483043887143526,0.0006245535872204873,0.0010336263301386891,0.0008412822539994572,0.00026328239409759943,0.0005011817988918569,0.0003367158949792921,0.0001943346191892009,0.00021751505105325529,0.00039008298158020696,0.0007289006035746769,0.0011121906496023366,0.000828167302589312,0.00027926158801633093,0.0005172217810844155,0.0002993805651038519,0.0001559388092944364,9.414553197180137e-05,0.00018164793104410445,0.00034251537502578256,0.0004859763693821064,0.00036840824766135385,0.0001261269143389486,0.00023414595746776705,0.00012623261189303618,6.958244369948031e-05,0.00044232796396400455,0.0008572226157146383,0.0017728576856603183,0.0025021306019505766,0.0019423280293926768,0.0005759244607634067,0.001365003850632584,0.0008271825220670698,0.0005012604859003442,0.00016371786889207975,0.00031386887189089035,0.0005249714759332219,0.0007689163107939382,0.000586521663105615,0.00022183959925445803,0.0003677271011950019,0.00018746716040216038,0.00010903391568234174,9.15573181131581e-05,0.00018840097906734586,0.00029712760967868054,0.0003489952689992087,0.0002998756427988921,0.00012574894907919795,0.00019160612587026772,9.328965006860219e-05,4.177774564228961e-05,0.0006839032897932456,0.0018580163577493287,0.001745724972155952,0.0017563064302190312,0.0022044208521107955,0.0011444710887051701,0.001503684796082436,0.0007645541887000446,0.00033239988107445015,0.0022296215955274626,0.005638934489357026,0.010570303455833421,0.022929995849842774,0.030246602132114133,0.003630111470892995,0.017735882755950956,0.009334731296190743,0.005206282792413356,0.0001483358574413164,0.00030554505157884016,0.000502721667034605,0.0008518372455636917,0.0007581675020996752,0.00021347323071240173,0.0004063143835712015,0.00023372688600132175,0.00012398060864638442,0.0002094593468301774,0.0004409694701692944,0.0006624433471347413,0.0010955685955268612,0.0009965793072561394,0.00030173441772541134,0.0005222276043301033,0.000306678591779626,0.00017066612013157681,0.0009901035227575198,0.0020848754692705464,0.004671866427545678,0.011466654883243386,0.012190846057965905,0.0014646844045075086,0.011391781071276749,0.011769491028553816,0.009143659963317445,0.0002384049742447078,0.0005851903507266945,0.0012437101911360877,0.0020929402216848824,0.0022721307991856216,0.000328275090848322,0.001596726252053797,0.0011311012030911832,0.0009101875385718071
11,5-9,32.72251297429429,30.98516393973193,17.218426686748785,39.231602817499564,27.831762642119163,129.5962127156699,19.25142035326392,21.280384090466942,7.389424423683219,0.06288689522498951,0.0732914500123278,0.052937407392096875,0.11030954539585108,0.08562663708571157,0.25352894238821855,0.07768075409844645,0.11409287408158163,0.05041889354266977,0.011600999801082694,0.009959396019129901,0.005174099920116631,0.011103757004744245,0.006562836065952884,0.04406976186696134,0.0043305944247126315,0.004775352144105599,0.002042383299909435,0.01871344613271485,0.016343976431790117,0.008532598825813021,0.018394541025871812,0.0109522119187902,0.07177169576902451,0.007099283794424126,0.007907708814194066,0.003353512812247359,0.0012828332696452687,0.0009652985951661906,0.0005241449302076157,0.0011493567146804216,0.0006274369273466196,0.004650101347680088,0.00043743805034212354,0.0005416141382805105,0.0002261730408299168,0.0007369235335600323,0.0005265548868807802,0.00028494548507738537,0.0005950516686173358,0.0003336095308396939,0.002586460125585156,0.00023690870457004272,0.000306211601902434,0.00013035056331321066,0.027565171127987915,0.02067984394130989,0.011192064468810709,0.023208995032056857,0.012694202205502181,0.09550518623394584,0.009042088364428907,0.01015455209384945,0.004497969957403344,0.0009261346253990425,0.0008536321803940174,0.00037557895755342083,0.0006387619628170972,0.0003949324032952475,0.0035887513228788238,0.0002532410245974619,0.00021764071328038515,7.033091734326577e-05,0.0017532630100312128,0.0014143399502709378,0.0007993537639544737,0.0014935806603342792,0.0008536093010280785,0.006327327052496623,0.0006034098393448363,0.0007233180843229983,0.00028366830428388714,0.001892403806991465,0.0015839879216168913,0.0009329054430847611,0.0016071053884896495,0.0008403021803167953,0.00671134660042583,0.0006227215603596573,0.0006431159920376564,0.00022762232374837386,0.0008190760237141172,0.000737607489552574,0.0004383786433084412,0.0007022314404386256,0.00037380641905159027,0.003031141675386452,0.00028190563761744733,0.0002711672729889237,0.00010156879867577131,0.0038482997792153853,0.0034808754381652884,0.0022690454317859793,0.003615555997110204,0.0019707883574805536,0.013840889107958996,0.0016434291030449325,0.0017769166415022234,0.00073168492898032,0.0014243626676116602,0.0012745095928889305,0.0006719005924271647,0.0011110770863038228,0.0005951157824871142,0.005331354200453695,0.00044273385734563964,0.0004027086019919022,0.00015915571862638539,0.0007965582910988905,0.0007650292100787585,0.0003802877415666821,0.0005042949943578133,0.0003042696272600481,0.003022058235450708,0.00023068878775027525,0.0002004006700632118,6.0982558396421875e-05,0.005950030505713622,0.007544742036474628,0.0022343188092674264,0.0025378468420438833,0.002236721544756644,0.027504470647133596,0.0018103973512915968,0.0016423812459630117,0.00048520078924668903,0.01939794223478131,0.022897702652259613,0.013528721996721981,0.03313363576784579,0.0306897961792559,0.08724055625551978,0.021353541146286632,0.020052453892162918,0.007599559036408405,0.0012905375511994448,0.0012407095260862575,0.0006434235027837769,0.001230897084012595,0.0007692766945372007,0.005130289673565179,0.0004891919408412067,0.0005020816835737822,0.0001809732571866869,0.0018223183335222407,0.0017906198104834321,0.0008478481170772873,0.0015830866713011761,0.0010111818736717449,0.00725142427577431,0.0006287484412383082,0.0006587932878029299,0.0002491196324073423,0.008614004716957491,0.008465936011927418,0.00597942929152177,0.016569212173650774,0.01236947473099545,0.03519998854376402,0.013715407864510011,0.02528269627649687,0.013346909200040589,0.0020741483344797495,0.0023762493909446412,0.001591800035890592,0.0030242796136248236,0.002305423624612031,0.007889262288519704,0.001922416842271162,0.002429781211978926,0.001328591666910459
11,50-59,3.3111072925974687,5.767996051327161,17.729925953315448,23.23352680312632,23.200711322984283,4.477184894969102,28.633987965312865,17.884024428448498,5.9646532344858,0.0063633638880929,0.013643458368960503,0.05450999271290535,0.0653269200220388,0.07137883842028449,0.008758712369075083,0.11554003482211794,0.0958835958276227,0.04069751569345947,0.0011738754622226597,0.0018539762133800643,0.005327804341689541,0.006575806682821873,0.005470816454715537,0.0015224864062079757,0.006441196876096933,0.004013203616841039,0.0016485868800309737,0.0018935656930852923,0.003042488066382817,0.00878607250960027,0.010893515208743083,0.009129824450696438,0.002479510361065826,0.010559262797324796,0.006645634637274118,0.0027069146249540533,0.00012980661349713192,0.0001796936913453172,0.0005397154438354467,0.000680665792858441,0.0005230348940501307,0.00016064793158412582,0.0006506322982523561,0.0004551722581051024,0.0001825641189611394,7.456740525931265e-05,9.802002384892453e-05,0.00029341021935770916,0.0003523982682119503,0.0002780987506660707,8.935492760977545e-05,0.00035237093528978775,0.000257340081147817,0.00010521738426490996,0.0027892490780056407,0.00384962488588238,0.011524541580181704,0.013744705019046337,0.010581957191591714,0.0032994357492217943,0.013448932320697915,0.008533880635533755,0.0036307064687012697,9.371319111385968e-05,0.0001589065997964536,0.00038673609547440707,0.00037828414130734413,0.000329217836425461,0.00012398127134968874,0.0003766631405675906,0.00018290514947401766,5.6770258353460004e-05,0.00017740819425806755,0.00026328430161817637,0.0008230997699879214,0.0008845202289066014,0.000711573436092616,0.00021859136552948002,0.0008974937828429923,0.0006078761658895993,0.00022897359410634985,0.0001914874951930181,0.000294864861615936,0.0009606188026497866,0.0009517512270048722,0.0007004805466435172,0.0002318581615517809,0.0009262174602122891,0.0005404743665824957,0.0001837339624498358,8.288020536326306e-05,0.00013730819999674317,0.00045140134036492216,0.00041587169072152306,0.0003116070990764274,0.00010471742529487242,0.00041929803031511286,0.00022788884419159294,8.198509502345073e-05,0.0003893995999962192,0.0006479770712703478,0.002336450839682983,0.00214118494107496,0.0016428600785567487,0.0004781638162764274,0.0024443873903805353,0.0014933198803577204,0.0005906071471926148,0.00014412761085120374,0.00023725439418235134,0.000691860410271422,0.00065799603918973,0.0004960918088723733,0.00018418330285909057,0.0006585091235059063,0.000338436113039701,0.000128468554174427,8.060169366296646e-05,0.00014241284866096444,0.0003915847610002492,0.00029865084336723637,0.0002536408447134881,0.0001044036179757967,0.0003431196166808586,0.00016841662554828852,4.922437707335434e-05,0.0006020683501332056,0.0014044799749748944,0.002300692610602941,0.0015029498769434698,0.001864543454795973,0.0009502021544073873,0.0026927309787056317,0.0013802563994503394,0.00039164815701745825,0.0019628281008070717,0.004262486999894168,0.013930613035014874,0.01962222186736377,0.025583183892154922,0.003013916012753107,0.03176061968310408,0.016852072487659214,0.006134271329969881,0.00013058619001860193,0.00023096239417126158,0.0006625373658418307,0.0007289551876412312,0.000641273308735655,0.00017723708858449297,0.0007276094900914829,0.000421949202417476,0.00014607940509877494,0.00018439572560639155,0.00033333010651116085,0.0008730347208207473,0.0009375269927269348,0.0008429268044485669,0.00025051632724590745,0.000935181662924657,0.0005536495583105323,0.00020108632770503697,0.0008716290787077626,0.0015759634379397195,0.006157057233536611,0.009812528866944155,0.010311262572226466,0.0012160606680458198,0.02039988824331881,0.021247565640907216,0.010773462257122505,0.0002098777585211701,0.00044234709006531854,0.0016390868505160787,0.001791022451725035,0.001921813888670731,0.0002725518378234129,0.0028593454257298235,0.002041986947513917,0.001072422983033688
