,taz_id,yesh_id,stat11_id,prc,yesh_stat11_id,cahana_id
3078,534,8300,516,0.970296963924012,83000516,8300516
3077,534,8300,616,0.005923448800826007,83000616,8300616
3072,534,8300,621,0.014061639723845153,83000621,8300621
3075,534,8300,513,0.0012420838544113049,83000513,8300513
3076,534,8300,512,7.62947215356955e-05,83000512,8300512
3071,534,8300,515,0.0023592029942476546,83000515,8300515
3019,523,8300,617,0.7183214356095456,83000617,8300617
3066,533,8300,516,0.009035008215081491,83000516,8300516
3050,530,8300,513,0.0010467280786620587,83000513,8300513
3049,530,8300,311,6.036290907961285e-05,83000311,8300311
3051,530,8300,512,0.003054266537752384,83000512,8300512
3029,525,8300,521,0.7693242215603348,83000521,8300521
3027,525,8300,512,0.00012547289650392628,83000512,8300512
3030,525,8300,511,3.776361325373462e-05,83000511,8300511
3028,525,8300,522,0.23051254192990694,83000522,8300522
3031,526,8300,523,0.0003157254835783299,83000523,8300523
3033,526,8300,522,0.04510669232130207,83000522,8300522
3032,526,8300,521,0.9545775821951686,83000521,8300521
3035,527,8300,532,0.1938002761820513,83000532,8300532
3038,527,8300,533,0.005965282206270269,83000533,8300533
3037,527,8300,523,3.5013865144746084e-07,83000523,8300523
3023,524,8300,522,0.002858159241809479,83000522,8300522
3039,527,8300,611,0.03290951781030846,83000611,8300611
3025,524,8300,521,0.19693225628742053,83000521,8300521
3034,527,8300,521,0.006624994650445826,83000521,8300521
3036,527,8300,531,0.7527136762000821,83000531,8300531
3040,527,8300,534,0.007985902812185294,83000534,8300534
3026,524,8300,524,0.2980166002687695,83000524,8300524
3043,528,8300,534,0.00985132160048156,83000534,8300534
3041,528,8300,523,0.0003851232647423574,83000523,8300523
3020,524,8300,616,0.027947326391185315,83000616,8300616
