,,11,11,11,11,11,11,11,11,11,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,11_betshemesh,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,29,29,29,29,29,29,29,29,29,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,51,51,51,51,51,51,51,51,51,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_tlv,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,51_bb,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,62_arab,71,71,71,71,71,71,71,71,71
age,,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+,0-4,10-19,20-29,30-39,40-49,5-9,50-59,60-69,70+
area,age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016917412547463127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,10-19,0.0,8.891895695361981,12.479194874377312,12.132706642417512,15.17220236683317,0.0,7.1363152670649574,0.46840200260195347,0.00030235939402023477,0.0,0.02665583716664051,0.04862439606813996,0.043234773829419405,0.05915824123245653,0.0,0.03649414014081813,0.0031827040209494143,2.61459614649789e-06,0.0,0.006236242490634216,0.008182336636256771,0.007492746253422641,0.00780636586521785,0.0,0.003502742359711909,0.00022934755502388855,1.8234738357511845e-07,0.0,0.008192853507963838,0.01080217798481664,0.009936821808941657,0.010429095734485696,0.0,0.004596874946926368,0.00030403728843998354,2.3968989509720247e-07,0.0,0.00040363276158118935,0.0005535140690698354,0.0005179175842350373,0.0004983817878799788,0.0,0.0002362718501701158,1.7370545107905085e-05,1.3484593700461662e-08,0.0,0.000253592489452232,0.00034658284221022166,0.00030883641360455696,0.000305209847684976,0.0,0.00014738200046853072,1.1311315089461315e-05,8.951131655414478e-09,0.0,0.041000522630440135,0.05604087122068025,0.049588338258158796,0.04780957695997033,0.0,0.0231569614270638,0.0015441931694047807,1.2715427887801826e-06,0.0,0.00032084068014698634,0.0003565105951771424,0.00025872522902528405,0.00028197380897931814,0.0,0.00012294854716180862,6.274187737324274e-06,3.769096221959222e-09,0.0,0.000593231580897995,0.0008467632823960693,0.0006751188269215813,0.0006801378525824458,0.0,0.0003269290641334489,2.3270113248907477e-05,1.696498811387078e-08,0.0,0.0005898797589996968,0.000877408414500586,0.0006449663691861526,0.000594448824087729,0.0,0.0002995547570236043,1.8369598204247683e-05,1.208645040683586e-08,0.0,0.00026973975363830293,0.0004048755644731572,0.00027674577057195776,0.0002596771565090304,0.0,0.00013316622530267308,7.605987929413075e-06,5.296052086247978e-09,0.0,0.0011081504744756298,0.001824340860868519,0.0012404133459451908,0.001191839008481503,0.0,0.0006758213655081978,4.338863909646344e-05,3.32128892371737e-08,0.0,0.000491343127355615,0.0006541831304314019,0.0004616013307765492,0.00043582345416618015,0.0,0.00022047289361272897,1.1907796471125774e-05,8.748554834073943e-09,0.0,0.0002952537623633338,0.00037066560513297834,0.00020974091780572468,0.00022307113590143955,0.0,0.0001150044378645527,5.932193542140724e-06,3.35579448878757e-09,0.0,0.002733562587510607,0.0020444773697275054,0.0009909029457835028,0.0015394440202210348,0.0,0.0008472844225042519,4.5641228272564546e-05,2.5065618099834352e-08,0.0,0.005430450653895725,0.008103138693125234,0.008468259108772816,0.013826279050332095,0.0,0.0065416086079260844,0.0003647625190206465,2.569831490652318e-07,0.0,0.00038834019012699166,0.0005086179491303967,0.0004151882447990318,0.00045739577757495737,0.0,0.00019778447806616448,1.2053559607419099e-05,8.076606392624992e-09,0.0,0.0006239622741699719,0.000746148975231587,0.0005944847570550621,0.0006693473935493677,0.0,0.00028301050638417536,1.7607708205947644e-05,1.2377564408475852e-08,0.0,0.004059543504243629,0.0072412658551779295,0.008562195924504154,0.011267325205007799,0.0,0.008495357022266115,0.0009298744723826593,9.12546949066526e-07,0.0,0.0008171766658731153,0.0013824995168291814,0.0011207970114542893,0.0015060591573928892,0.0,0.0008539691676792733,6.408993448539225e-05,6.514600014081765e-08
11,20-29,0.0,9.656754526814444,50.62778420383457,60.33794941117774,57.35857516214956,0.0,37.90742638377099,3.336611997250329,0.0011558548986596313,0.0,0.028948706220120097,0.19726796928495027,0.21501365466159666,0.22364798096880958,0.0,0.19385339339079577,0.022671654606526204,9.995038433447627e-06,0.0,0.006772668614765275,0.03319553686545086,0.03726266180451585,0.029511999141413784,0.0,0.01860623349347983,0.0016337329887187487,6.970748080972883e-07,0.0,0.008897582462851486,0.04382416826181651,0.04941745228716269,0.03942724049525122,0.0,0.02441816149157895,0.002165777384778579,9.162828901184194e-07,0.0,0.00043835225143304944,0.0022455928547275225,0.0025756894910389343,0.001884134455130325,0.0,0.00125505354397896,0.00012373723614300447,5.154869996885343e-08,0.0,0.00027540588693154865,0.0014060779978841622,0.0015358943762187821,0.0011538471189216646,0.0,0.0007828791363573703,8.057495361361185e-05,3.421825012576167e-08,0.0,0.044527285977924734,0.2273564250992639,0.24661097753278982,0.18074430772975633,0.0,0.12300757151516345,0.010999896299517899,4.860834458374875e-06,0.0,0.0003484386003326265,0.0014463546455283334,0.0012866831977742757,0.001066003176404618,0.0,0.0006530909616672114,4.469351104620952e-05,1.4408443785211203e-08,0.0,0.0006442598913158744,0.003435297642550674,0.0033574771752011377,0.0025712640257985146,0.0,0.0017366160220736576,0.00016576218421862637,6.485349886568323e-08,0.0,0.000640619754004508,0.003559624183702063,0.003207524034234032,0.0022473162914715523,0.0,0.001591206312337003,0.00013085388493747934,4.620389902360036e-08,0.0,0.0002929420987660894,0.0016425701268308404,0.0013763023203865218,0.0009817105875200242,0.0,0.0007073662938859891,5.418044849348605e-05,2.0245667468947967e-08,0.0,0.0012034708320258225,0.007401305640953691,0.006168779969914242,0.004505752408009638,0.0,0.0035898986665870913,0.00030907436977089647,1.2696572847628424e-07,0.0,0.0005336072455039459,0.00265400474074435,0.00229561948256074,0.0016476324101677702,0.0,0.001171130992882664,8.482392548636744e-05,3.344384253025735e-08,0.0,0.0003206507592917789,0.001503781169968513,0.001043076146238557,0.0008433213719241641,0.0,0.0006108926104031966,4.225735166110734e-05,1.282848019764362e-08,0.0,0.0029686968668607453,0.008294393999464831,0.004927923634536891,0.0058198746237920415,0.0,0.004500694079537993,0.0003251204499074118,9.582046412848067e-08,0.0,0.005897564561177097,0.032874232773751504,0.04211404798328397,0.05227030637654607,0.0,0.03474840130463977,0.0025983471256543784,9.823912787050633e-07,0.0,0.0004217442508810429,0.002063450409260118,0.002064799557851007,0.0017291866699744708,0.0,0.0010506122924175813,8.586225373136098e-05,3.087512823509807e-08,0.0,0.0006776339626650355,0.0030271078929538743,0.0029564706585337272,0.0025304706498258944,0.0,0.0015033248301268226,0.0001254266423236743,4.731676520708489e-08,0.0,0.004408735375950557,0.029377636038946543,0.042581211247219544,0.042596170550730464,0.0,0.045126526628055344,0.006623862202240424,3.488470615418871e-06,0.0,0.0008874681775106106,0.005608766262929753,0.0055739082276082385,0.005693663008793267,0.0,0.004536202808641636,0.0004565378523555774,2.490391397788218e-07
11,30-39,0.0,7.698116326337268,37.958636317855266,81.94382855911492,88.75959167558904,0.0,50.02126176149971,3.1154346991263804,0.0008649775069439627,0.0,0.02307716400584134,0.1479034332828282,0.2920059801070179,0.34608431980299414,0.0,0.2558018905315974,0.021168796223830465,7.479730748209153e-06,0.0,0.005398997219140806,0.024888652171274943,0.0506057166404112,0.045668376278823426,0.0,0.024552109303083533,0.001525436114944226,5.216520087085668e-07,0.0,0.007092923883693676,0.03285756410522097,0.06711290783934613,0.061011727668630576,0.0,0.03222131820132645,0.002022212358129381,6.856951429363007e-07,0.0,0.00034944313993623156,0.0016836534292591126,0.003497995210889761,0.0029156059826540644,0.0,0.0016561230301550278,0.00011553494364091303,3.857617944689032e-08,0.0,0.00021954648931689558,0.0010542196186452992,0.0020858691201472174,0.001785522022505269,0.0,0.0010330588473849644,7.52338020049119e-05,2.5607034862324962e-08,0.0,0.03549600709040964,0.17046252350536423,0.33491770703097584,0.27969298237322127,0.0,0.16231631952837136,0.010270735298725497,3.637578104611662e-06,0.0,0.00027776628995782694,0.0010844173972775247,0.001747420129408256,0.00164958781481365,0.0,0.0008617950904103381,4.173086809431108e-05,1.0782477799528914e-08,0.0,0.000513587414277897,0.002575645288605976,0.004559726287033149,0.003978905409955349,0.0,0.002291575369425522,0.00015477414243647924,4.8532750806769575e-08,0.0,0.0005106855904416455,0.0026688602304494116,0.00435607776077029,0.003477612123959159,0.0,0.0020996980027120997,0.0001221798441010427,3.457642774613802e-08,0.0,0.0002335259063405692,0.0012315317182343302,0.001869130165805279,0.0015191491532966187,0.0,0.000933414845669433,5.058893553998456e-05,1.5150731284709404e-08,0.0,0.0009593759926861086,0.005549195437255044,0.00837770347196968,0.006972431633729757,0.0,0.004737099772499726,0.000288586451462857,9.501408819748423e-08,0.0,0.000425377971145431,0.001989863912158894,0.003117637426390119,0.0025496306270603205,0.0,0.0015453818826663688,7.920111807849299e-05,2.5027511297477356e-08,0.0,0.0002556145378141614,0.0011274734502038565,0.0014165819974922848,0.0013049986059047217,0.0,0.000806111680170051,3.945619681482029e-05,9.600120942607478e-09,0.0,0.0023665687840846296,0.0062187964623354,0.0066925199381418525,0.009005971535216654,0.0,0.005938952288182383,0.0003035688692217871,7.170670494382991e-08,0.0,0.004701386776267371,0.024647751540207406,0.05719429250662035,0.08088574441789356,0.0,0.04585272711093804,0.002426107920941944,7.351669834018024e-07,0.0,0.00033620366907237024,0.0015470904934271645,0.0028041652497082536,0.002675831858164548,0.0,0.001386349786894744,8.017061763259207e-05,2.3105228414344914e-08,0.0,0.0005401923655393093,0.0022696013544839734,0.004015126916760305,0.003915779654405063,0.0,0.0019837327936493704,0.0001171123624838935,3.5409234890070153e-08,0.0,0.003514530444143058,0.022026146706144587,0.057828738104832245,0.06591549204872015,0.0,0.059547323999173875,0.006184779699916446,2.6105773479624663e-06,0.0,0.0007074668044454151,0.004205222924812132,0.007569819403288439,0.008810665229571177,0.0,0.005985808316215769,0.000426274876391177,1.8636703837752893e-07
11,40-49,0.0,7.168503790736986,32.55139016517497,69.59026193615009,98.2150777860333,0.0,59.00217827502908,3.3713851423049537,0.0015538976452179154,0.0,0.021489508685307575,0.12683443955265603,0.2479841740358768,0.3829523970120486,0.0,0.30172906913458625,0.02290793162492414,1.3437038423773966e-05,0.0,0.005027558741763509,0.021343238485398663,0.04297657478784077,0.050533390745870786,0.0,0.028960243686685892,0.0016507592519594428,9.37127059892381e-07,0.0,0.0066049471834701634,0.028176970850851902,0.056995199247586184,0.0675112567071762,0.0,0.03800639755621598,0.0021883484512433024,1.231824017841319e-06,0.0,0.0003254022629808417,0.001443815294622913,0.00297064961764152,0.003226203083790748,0.0,0.001953466642574725,0.00012502678759957324,6.930057015680297e-08,0.0,0.00020444220042852745,0.0009040449672361686,0.0017714107454822542,0.0019757322112294033,0.0,0.0012185362810843313,8.141468102335706e-05,4.600201838099086e-08,0.0,0.03305396419031462,0.14617996454612725,0.2844266782400401,0.30948844515187734,0.0,0.19145891336013388,0.011114533839011308,6.5347642056298e-06,0.0,0.0002586566139159683,0.0009299410417460104,0.0014839851475855336,0.001825317044483127,0.0,0.001016523489618809,4.515929308616234e-05,1.9370291976144867e-08,0.0,0.000478253792233564,0.002208742011026096,0.003872317809057142,0.00440277492229056,0.0,0.002703009354745564,0.00016748970677178982,8.718715410419669e-08,0.0,0.0004755516071419915,0.0022886783900825393,0.003699370626398724,0.003848079275901363,0.0,0.0024766819451782556,0.00013221760392117954,6.211517550854884e-08,0.0,0.00021745986600778705,0.0010560987788219643,0.0015873466021582474,0.0016809828599138143,0.0,0.001101001997737201,5.474510048063385e-05,2.7217685405274423e-08,0.0,0.0008933731511413279,0.00475870693215419,0.00711471003111819,0.007715199026235525,0.0,0.005587608057874963,0.00031229544788892964,1.7068902569990535e-07,0.0,0.0003961129540507848,0.0017064057843884477,0.0026476332499880523,0.0028212406753472196,0.0,0.001822842809900112,8.570793437546538e-05,4.496092737511419e-08,0.0,0.0002380288509046387,0.0009668637163658618,0.0012030230219034275,0.0014440190312958272,0.0,0.0009508425695008017,4.269774479646348e-05,1.724623496769308e-08,0.0,0.002203754344645276,0.0053329226136627226,0.005683578906399451,0.009965370256580054,0.0,0.007005243557129395,0.0003285087553424375,1.288182398548449e-07,0.0,0.00437794227817659,0.021136654392986797,0.048571879869112704,0.08950243607271421,0.0,0.05408521664837574,0.0026254263010505904,1.3206982091200522e-06,0.0,0.00031307363698304544,0.0013267058871841509,0.0023814190485213866,0.0029608860195360184,0.0,0.001635257776341623,8.67570837583998e-05,4.150762272665502e-08,0.0,0.000503028384599402,0.0019462943449964196,0.0034098203459295906,0.004332924432054713,0.0,0.002339896112556847,0.00012673380025238456,6.361128037773666e-08,0.0,0.0032727389069589726,0.018888499820259266,0.049110678655307466,0.07293741506305489,0.0,0.0702385686141244,0.0066928940589172465,4.689798244569741e-06,0.0,0.0006587947303597747,0.003606184664034113,0.006428619755106593,0.009749258131242855,0.0,0.007060512209337074,0.0004612957495806578,3.3480096274901223e-07
11,5-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018631169366714136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,50-59,0.0,6.5727874129417945,22.33504029149425,50.43961488416386,80.370166281978,0.0,63.74780951988973,3.728849528254997,0.0013548762719387734,0.0,0.019703689405815558,0.08702707636702975,0.17974104260756402,0.31337294150488565,0.0,0.3259975781935784,0.025336835285005698,1.1716038428610796e-05,0.0,0.004609758992997804,0.014644600095523671,0.03114978764310538,0.04135186886361509,0.0,0.031289558320760684,0.0018257875022024879,8.171009339948345e-07,0.0,0.006056063437778389,0.01933354538938639,0.041310606115150306,0.05524498936183345,0.0,0.04106330753853282,0.0024203767133224316,1.0740534539798694e-06,0.0,0.0002983607124581522,0.0009906696032103259,0.0021531521580865076,0.002640027215256812,0.0,0.00211058681348745,0.00013828324510001548,6.04246350628282e-08,0.0,0.00018745266249103824,0.0006203077861216709,0.0012839336038966709,0.0016167571204403,0.0,0.0013165449312320407,9.004699318317037e-05,4.0110134253376264e-08,0.0,0.03030711653646107,0.10030095124600658,0.20615488020971356,0.25325681514396126,0.0,0.20685823297700734,0.012292996057411801,5.6977993320023366e-06,0.0,0.00023716175450975616,0.0006380763012183823,0.0010756050811636644,0.0014936712131108166,0.0,0.0010982839563423135,4.9947484969201396e-05,1.6889367880678033e-08,0.0,0.0004385099872369983,0.001515521812108718,0.0028066889470417323,0.0036028251525442936,0.0,0.0029204163390985473,0.00018524846249294647,7.602032648493995e-08,0.0,0.00043603235889560344,0.0015703699226785675,0.0026813353552332182,0.0031489133668884187,0.0,0.0026758850859137304,0.0001462364960389628,5.41595372660746e-08,0.0,0.0001993885351588892,0.0007246390601782046,0.0011505223442614546,0.0013755614210554567,0.0,0.0011895571940684347,6.054966534079218e-05,2.373167643711119e-08,0.0,0.0008191321333287846,0.003265172716917834,0.00515680246054197,0.0063134077029187215,0.0,0.006037027522693416,0.0003454078025451193,1.488273770880948e-07,0.0,0.0003631952098361825,0.0011708452927681576,0.0019190271421371317,0.00230864330925959,0.0,0.001969456715454725,9.479545562841427e-05,3.920238495268577e-08,0.0,0.00021824819806395924,0.00066341068543729,0.0008719613381720933,0.0011816520668284825,0.0,0.0010273202240330295,4.7224941328712685e-05,1.5037357582668352e-08,0.0,0.00202061814299621,0.0036591691120770745,0.004119506425562468,0.008154740419059277,0.0,0.007568685512570584,0.0003633401897680554,1.1231935199166277e-07,0.0,0.004014126900200253,0.014502853030215933,0.03520531244796538,0.07324054342732575,0.0,0.05843536949892257,0.0029037974633321297,1.1515447439125578e-06,0.0,0.0002870566188644664,0.0009103153289263321,0.0017260728202954643,0.002422916186560654,0.0,0.0017667839440813058,9.595584520613822e-05,3.6191375480876546e-08,0.0,0.00046122576358538503,0.0013354441206357235,0.0024714668444656505,0.003545665950091053,0.0,0.002528097369292097,0.00014017125049141642,5.546402279241077e-08,0.0,0.0030007680432980973,0.01296028840521579,0.0355958383997236,0.059685257181855786,0.0,0.07588795912061945,0.007402534507579799,4.0891344299943055e-06,0.0,0.0006040476280442807,0.0024743729641365873,0.004659518381778964,0.007977894176705925,0.0,0.007628399503076715,0.0005102064479746354,2.91920051263917e-07
